epsilon, alpha, beta, pop, dif1, dif2, difratio, blobsize, winner, time, converged
.01, 1.8560546875, 1, 50, 15.0, 6.0, 2.5, 24.0, 3, 60, 0
.01, 2.15, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 1, 6, 0
.01, 1.275, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 5, 0
.01, 1.7125, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 9, 0
.01, 1.93125, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 16, 0
.01, 2.040625, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 28, 0
.01, 2.0953125, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 1, 13, 0
.01, 2.06796875, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 36, 0
.01, 2.081640625, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 41, 0
.01, 2.0884765625, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 45, 0
.01, 2.09189453125, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 47, 0
.01, 2.093603515625, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 48, 0
.01, 2.0944580078125, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 49, 0
.01, 2.09488525390625, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 1, 14, 0
.01, 2.094671630859375, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 1, 15, 0
.01, 2.0945648193359374, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 49, 0
.01, 2.094618225097656, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 49, 0
.01, 2.0946449279785155, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 49, 0
.01, 2.0946582794189452, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 49, 0
.01, 2.09466495513916, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 2, 49, 0
.01, 2.0946682929992675, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 1, 15, 0
.01, 2.094666624069214, 1, 50, 16.0, 5.0, 3.2000000000000002, 24.0, 3, 15, 1
.01, 2.15, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 14, 0
.01, 3.025, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 2, 0
.01, 2.5875, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 3, 0
.01, 2.36875, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 33, 0
.01, 2.478125, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 4, 0
.01, 2.4234375, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 5, 0
.01, 2.39609375, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 7, 0
.01, 2.382421875, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 8, 0
.01, 2.3755859375, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 35, 0
.01, 2.37900390625, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 10, 0
.01, 2.377294921875, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 35, 0
.01, 2.3781494140625, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 35, 0
.01, 2.37857666015625, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 36, 0
.01, 2.378790283203125, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 10, 0
.01, 2.3786834716796874, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 36, 0
.01, 2.378736877441406, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 36, 0
.01, 2.3787635803222655, 1, 50, 17.0, 4.0, 4.25, 24.0, 1, 10, 0
.01, 2.378750228881836, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 36, 0
.01, 2.3787569046020507, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 36, 0
.01, 2.378760242462158, 1, 50, 17.0, 4.0, 4.25, 24.0, 2, 36, 0
