epsilon, alpha, pop1, pop2, dif1, dif2, difratio, winner
.01, 0.9502221345901487, 147.51110672950745, 50, 12.0, 9.0, 1.3333333333333333, 2
.01, 0.95022257566452, 147.51112878322598, 50, 12.0, 9.0, 1.3333333333333333, 1
.01, 0.9502223551273343, 147.5111177563667, 50, 12.0, 9.0, 1.3333333333333333, 1
.01, 0.9502222448587415, 147.51111224293706, 50, 12.0, 9.0, 1.3333333333333333, 2
.01, 0.9502222999930379, 147.51111499965188, 50, 12.0, 9.0, 1.3333333333333333, 3
.01, 2.15, 207.5, 50, 13.0, 8.0, 1.625, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 13.0, 8.0, 1.625, 1
.01, 0.7625, 138.125, 50, 13.0, 8.0, 1.625, 2
.01, 0.9937499999999999, 149.6875, 50, 13.0, 8.0, 1.625, 1
.01, 0.8781249999999999, 143.90625, 50, 13.0, 8.0, 1.625, 2
.01, 0.9359374999999999, 146.79687499999997, 50, 13.0, 8.0, 1.625, 1
.01, 0.90703125, 145.3515625, 50, 13.0, 8.0, 1.625, 2
.01, 0.9214843749999999, 146.07421875, 50, 13.0, 8.0, 1.625, 1
.01, 0.9142578124999999, 145.712890625, 50, 13.0, 8.0, 1.625, 2
.01, 0.9178710937499999, 145.89355468749997, 50, 13.0, 8.0, 1.625, 1
.01, 0.916064453125, 145.80322265625, 50, 13.0, 8.0, 1.625, 2
.01, 0.9169677734374999, 145.848388671875, 50, 13.0, 8.0, 1.625, 2
.01, 0.9174194335937499, 145.8709716796875, 50, 13.0, 8.0, 1.625, 2
.01, 0.9176452636718748, 145.88226318359375, 50, 13.0, 8.0, 1.625, 1
.01, 0.9175323486328124, 145.87661743164062, 50, 13.0, 8.0, 1.625, 2
.01, 0.9175888061523436, 145.87944030761716, 50, 13.0, 8.0, 1.625, 1
.01, 0.917560577392578, 145.8780288696289, 50, 13.0, 8.0, 1.625, 2
.01, 0.9175746917724608, 145.87873458862305, 50, 13.0, 8.0, 1.625, 1
.01, 0.9175676345825194, 145.87838172912598, 50, 13.0, 8.0, 1.625, 1
.01, 0.9175641059875488, 145.87820529937744, 50, 13.0, 8.0, 1.625, 1
.01, 0.9175623416900633, 145.87811708450315, 50, 13.0, 8.0, 1.625, 2
.01, 0.9175632238388061, 145.8781611919403, 50, 13.0, 8.0, 1.625, 1
.01, 0.9175627827644347, 145.87813913822174, 50, 13.0, 8.0, 1.625, 2
.01, 0.9175630033016204, 145.87815016508102, 50, 13.0, 8.0, 1.625, 2
.01, 0.9175631135702133, 145.87815567851067, 50, 13.0, 8.0, 1.625, 2
.01, 0.9175631687045096, 145.87815843522546, 50, 13.0, 8.0, 1.625, 3
.01, 2.15, 207.5, 50, 14.0, 7.0, 2.0, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 14.0, 7.0, 2.0, 1
.01, 0.7625, 138.125, 50, 14.0, 7.0, 2.0, 2
.01, 0.9937499999999999, 149.6875, 50, 14.0, 7.0, 2.0, 1
.01, 0.8781249999999999, 143.90625, 50, 14.0, 7.0, 2.0, 2
.01, 0.9359374999999999, 146.79687499999997, 50, 14.0, 7.0, 2.0, 1
.01, 0.90703125, 145.3515625, 50, 14.0, 7.0, 2.0, 1
.01, 0.892578125, 144.62890625, 50, 14.0, 7.0, 2.0, 1
.01, 0.8853515624999999, 144.267578125, 50, 14.0, 7.0, 2.0, 1
.01, 0.8817382812499999, 144.08691406249997, 50, 14.0, 7.0, 2.0, 2
.01, 0.8835449218749999, 144.17724609375, 50, 14.0, 7.0, 2.0, 2
.01, 0.8844482421875, 144.222412109375, 50, 14.0, 7.0, 2.0, 2
.01, 0.8848999023437499, 144.2449951171875, 50, 14.0, 7.0, 2.0, 1
.01, 0.884674072265625, 144.23370361328125, 50, 14.0, 7.0, 2.0, 2
.01, 0.8847869873046874, 144.23934936523438, 50, 14.0, 7.0, 2.0, 1
.01, 0.8847305297851562, 144.2365264892578, 50, 14.0, 7.0, 2.0, 2
.01, 0.8847587585449218, 144.2379379272461, 50, 14.0, 7.0, 2.0, 2
.01, 0.8847728729248046, 144.2386436462402, 50, 14.0, 7.0, 2.0, 2
.01, 0.884779930114746, 144.2389965057373, 50, 14.0, 7.0, 2.0, 1
.01, 0.8847764015197752, 144.23882007598877, 50, 14.0, 7.0, 2.0, 2
.01, 0.8847781658172607, 144.23890829086304, 50, 14.0, 7.0, 2.0, 2
.01, 0.8847790479660034, 144.23895239830017, 50, 14.0, 7.0, 2.0, 1
.01, 0.884778606891632, 144.2389303445816, 50, 14.0, 7.0, 2.0, 2
.01, 0.8847788274288177, 144.2389413714409, 50, 14.0, 7.0, 2.0, 2
.01, 0.8847789376974106, 144.23894688487053, 50, 14.0, 7.0, 2.0, 1
.01, 0.8847788825631142, 144.2389441281557, 50, 14.0, 7.0, 2.0, 3
.01, 2.15, 207.5, 50, 15.0, 6.0, 2.5, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 15.0, 6.0, 2.5, 1
.01, 0.7625, 138.125, 50, 15.0, 6.0, 2.5, 2
.01, 0.9937499999999999, 149.6875, 50, 15.0, 6.0, 2.5, 1
.01, 0.8781249999999999, 143.90625, 50, 15.0, 6.0, 2.5, 1
.01, 0.8203125, 141.015625, 50, 15.0, 6.0, 2.5, 2
.01, 0.8492187499999999, 142.4609375, 50, 15.0, 6.0, 2.5, 2
.01, 0.8636718749999999, 143.18359374999997, 50, 15.0, 6.0, 2.5, 1
.01, 0.8564453124999999, 142.822265625, 50, 15.0, 6.0, 2.5, 1
.01, 0.85283203125, 142.6416015625, 50, 15.0, 6.0, 2.5, 1
.01, 0.8510253906249999, 142.55126953125, 50, 15.0, 6.0, 2.5, 2
.01, 0.8519287109375, 142.596435546875, 50, 15.0, 6.0, 2.5, 1
.01, 0.8514770507812499, 142.5738525390625, 50, 15.0, 6.0, 2.5, 1
.01, 0.8512512207031249, 142.56256103515622, 50, 15.0, 6.0, 2.5, 2
.01, 0.8513641357421874, 142.56820678710938, 50, 15.0, 6.0, 2.5, 1
.01, 0.8513076782226561, 142.5653839111328, 50, 15.0, 6.0, 2.5, 2
.01, 0.8513359069824218, 142.5667953491211, 50, 15.0, 6.0, 2.5, 2
.01, 0.8513500213623046, 142.56750106811523, 50, 15.0, 6.0, 2.5, 1
.01, 0.8513429641723632, 142.56714820861816, 50, 15.0, 6.0, 2.5, 2
.01, 0.851346492767334, 142.5673246383667, 50, 15.0, 6.0, 2.5, 1
.01, 0.8513447284698485, 142.56723642349243, 50, 15.0, 6.0, 2.5, 1
.01, 0.8513438463211058, 142.56719231605527, 50, 15.0, 6.0, 2.5, 2
.01, 0.8513442873954772, 142.56721436977386, 50, 15.0, 6.0, 2.5, 2
.01, 0.8513445079326629, 142.56722539663315, 50, 15.0, 6.0, 2.5, 1
.01, 0.85134439766407, 142.56721988320348, 50, 15.0, 6.0, 2.5, 2
.01, 0.8513444527983665, 142.56722263991833, 50, 15.0, 6.0, 2.5, 3
.01, 2.15, 207.5, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.7625, 138.125, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.9937499999999999, 149.6875, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.8781249999999999, 143.90625, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.8203125, 141.015625, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.79140625, 139.5703125, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.805859375, 140.29296875, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8130859375, 140.654296875, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.81669921875, 140.8349609375, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.814892578125, 140.74462890625, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8157958984375, 140.789794921875, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.81624755859375, 140.8123779296875, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8164733886718749, 140.82366943359375, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8165863037109374, 140.82931518554688, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8166427612304688, 140.83213806152344, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.816614532470703, 140.83072662353516, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.8166004180908202, 140.830020904541, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8166074752807616, 140.8303737640381, 50, 16.0, 5.0, 3.2000000000000002, 1
.01, 0.8166039466857908, 140.83019733428955, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8166057109832763, 140.83028554916382, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.816606593132019, 140.83032965660095, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8166070342063902, 140.8303517103195, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8166072547435759, 140.8303627371788, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8166073650121688, 140.83036825060844, 50, 16.0, 5.0, 3.2000000000000002, 2
.01, 0.8166074201464653, 140.83037100732327, 50, 16.0, 5.0, 3.2000000000000002, 3
.01, 2.15, 207.5, 50, 17.0, 4.0, 4.25, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 17.0, 4.0, 4.25, 1
.01, 0.7625, 138.125, 50, 17.0, 4.0, 4.25, 2
.01, 0.9937499999999999, 149.6875, 50, 17.0, 4.0, 4.25, 1
.01, 0.8781249999999999, 143.90625, 50, 17.0, 4.0, 4.25, 1
.01, 0.8203125, 141.015625, 50, 17.0, 4.0, 4.25, 1
.01, 0.79140625, 139.5703125, 50, 17.0, 4.0, 4.25, 1
.01, 0.7769531249999999, 138.84765625, 50, 17.0, 4.0, 4.25, 2
.01, 0.7841796875, 139.208984375, 50, 17.0, 4.0, 4.25, 1
.01, 0.78056640625, 139.0283203125, 50, 17.0, 4.0, 4.25, 1
.01, 0.7787597656249999, 138.93798828125, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796630859375, 138.983154296875, 50, 17.0, 4.0, 4.25, 1
.01, 0.7792114257812499, 138.9605712890625, 50, 17.0, 4.0, 4.25, 2
.01, 0.779437255859375, 138.97186279296875, 50, 17.0, 4.0, 4.25, 2
.01, 0.7795501708984375, 138.97750854492188, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796066284179688, 138.98033142089844, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796348571777344, 138.98174285888672, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796489715576171, 138.98244857788086, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796560287475586, 138.98280143737793, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796595573425293, 138.98297786712646, 50, 17.0, 4.0, 4.25, 1
.01, 0.7796577930450439, 138.9828896522522, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796586751937866, 138.98293375968933, 50, 17.0, 4.0, 4.25, 2
.01, 0.779659116268158, 138.9829558134079, 50, 17.0, 4.0, 4.25, 2
.01, 0.7796593368053437, 138.98296684026718, 50, 17.0, 4.0, 4.25, 1
.01, 0.7796592265367508, 138.98296132683754, 50, 17.0, 4.0, 4.25, 1
.01, 0.7796591714024543, 138.98295857012272, 50, 17.0, 4.0, 4.25, 3
.01, 2.15, 207.5, 50, 18.0, 3.0, 6.0, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 18.0, 3.0, 6.0, 1
.01, 0.7625, 138.125, 50, 18.0, 3.0, 6.0, 1
.01, 0.53125, 126.5625, 50, 18.0, 3.0, 6.0, 2
.01, 0.646875, 132.34375, 50, 18.0, 3.0, 6.0, 2
.01, 0.7046874999999999, 135.234375, 50, 18.0, 3.0, 6.0, 2
.01, 0.7335937499999999, 136.6796875, 50, 18.0, 3.0, 6.0, 2
.01, 0.748046875, 137.40234375, 50, 18.0, 3.0, 6.0, 1
.01, 0.7408203124999999, 137.041015625, 50, 18.0, 3.0, 6.0, 1
.01, 0.7372070312499999, 136.86035156249997, 50, 18.0, 3.0, 6.0, 2
.01, 0.7390136718749999, 136.95068359375, 50, 18.0, 3.0, 6.0, 2
.01, 0.7399169921875, 136.995849609375, 50, 18.0, 3.0, 6.0, 1
.01, 0.7394653320312499, 136.97326660156247, 50, 18.0, 3.0, 6.0, 1
.01, 0.7392395019531248, 136.96197509765625, 50, 18.0, 3.0, 6.0, 1
.01, 0.7391265869140624, 136.95632934570312, 50, 18.0, 3.0, 6.0, 1
.01, 0.7390701293945312, 136.95350646972656, 50, 18.0, 3.0, 6.0, 1
.01, 0.7390419006347655, 136.95209503173825, 50, 18.0, 3.0, 6.0, 2
.01, 0.7390560150146483, 136.95280075073242, 50, 18.0, 3.0, 6.0, 2
.01, 0.7390630722045898, 136.9531536102295, 50, 18.0, 3.0, 6.0, 1
.01, 0.739059543609619, 136.95297718048093, 50, 18.0, 3.0, 6.0, 1
.01, 0.7390577793121337, 136.9528889656067, 50, 18.0, 3.0, 6.0, 2
.01, 0.7390586614608763, 136.95293307304382, 50, 18.0, 3.0, 6.0, 1
.01, 0.739058220386505, 136.95291101932526, 50, 18.0, 3.0, 6.0, 2
.01, 0.7390584409236907, 136.9529220461845, 50, 18.0, 3.0, 6.0, 1
.01, 0.7390583306550979, 136.9529165327549, 50, 18.0, 3.0, 6.0, 1
.01, 0.7390582755208015, 136.95291377604008, 50, 18.0, 3.0, 6.0, 3
.01, 2.15, 207.5, 50, 19.0, 2.0, 9.5, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 19.0, 2.0, 9.5, 1
.01, 0.7625, 138.125, 50, 19.0, 2.0, 9.5, 1
.01, 0.53125, 126.5625, 50, 19.0, 2.0, 9.5, 2
.01, 0.646875, 132.34375, 50, 19.0, 2.0, 9.5, 2
.01, 0.7046874999999999, 135.234375, 50, 19.0, 2.0, 9.5, 1
.01, 0.67578125, 133.7890625, 50, 19.0, 2.0, 9.5, 2
.01, 0.690234375, 134.51171875, 50, 19.0, 2.0, 9.5, 2
.01, 0.6974609374999999, 134.873046875, 50, 19.0, 2.0, 9.5, 1
.01, 0.69384765625, 134.6923828125, 50, 19.0, 2.0, 9.5, 1
.01, 0.692041015625, 134.60205078125, 50, 19.0, 2.0, 9.5, 2
.01, 0.6929443359375, 134.647216796875, 50, 19.0, 2.0, 9.5, 1
.01, 0.69249267578125, 134.6246337890625, 50, 19.0, 2.0, 9.5, 1
.01, 0.6922668457031249, 134.61334228515625, 50, 19.0, 2.0, 9.5, 1
.01, 0.6921539306640625, 134.60769653320312, 50, 19.0, 2.0, 9.5, 1
.01, 0.6920974731445313, 134.60487365722656, 50, 19.0, 2.0, 9.5, 1
.01, 0.6920692443847656, 134.60346221923828, 50, 19.0, 2.0, 9.5, 2
.01, 0.6920833587646484, 134.60416793823242, 50, 19.0, 2.0, 9.5, 2
.01, 0.6920904159545899, 134.6045207977295, 50, 19.0, 2.0, 9.5, 2
.01, 0.6920939445495606, 134.60469722747803, 50, 19.0, 2.0, 9.5, 1
.01, 0.6920921802520752, 134.60460901260376, 50, 19.0, 2.0, 9.5, 1
.01, 0.6920912981033325, 134.60456490516663, 50, 19.0, 2.0, 9.5, 2
.01, 0.6920917391777038, 134.6045869588852, 50, 19.0, 2.0, 9.5, 2
.01, 0.6920919597148896, 134.60459798574448, 50, 19.0, 2.0, 9.5, 1
.01, 0.6920918494462966, 134.60459247231483, 50, 19.0, 2.0, 9.5, 2
.01, 0.6920919045805931, 134.60459522902966, 50, 19.0, 2.0, 9.5, 3
.01, 2.15, 207.5, 50, 20.0, 1.0, 20.0, 1
.01, 1.2249999999999999, 161.24999999999997, 50, 20.0, 1.0, 20.0, 1
.01, 0.7625, 138.125, 50, 20.0, 1.0, 20.0, 1
.01, 0.53125, 126.5625, 50, 20.0, 1.0, 20.0, 2
.01, 0.646875, 132.34375, 50, 20.0, 1.0, 20.0, 1
.01, 0.5890625, 129.453125, 50, 20.0, 1.0, 20.0, 2
.01, 0.61796875, 130.8984375, 50, 20.0, 1.0, 20.0, 2
.01, 0.6324218749999999, 131.62109375, 50, 20.0, 1.0, 20.0, 1
.01, 0.6251953124999999, 131.259765625, 50, 20.0, 1.0, 20.0, 2
.01, 0.6288085937499999, 131.44042968749997, 50, 20.0, 1.0, 20.0, 2
.01, 0.6306152343749999, 131.53076171875, 50, 20.0, 1.0, 20.0, 2
.01, 0.6315185546875, 131.575927734375, 50, 20.0, 1.0, 20.0, 2
.01, 0.6319702148437499, 131.5985107421875, 50, 20.0, 1.0, 20.0, 1
.01, 0.631744384765625, 131.58721923828125, 50, 20.0, 1.0, 20.0, 2
.01, 0.6318572998046874, 131.59286499023438, 50, 20.0, 1.0, 20.0, 2
.01, 0.6319137573242186, 131.5956878662109, 50, 20.0, 1.0, 20.0, 2
.01, 0.6319419860839843, 131.59709930419922, 50, 20.0, 1.0, 20.0, 1
.01, 0.6319278717041015, 131.59639358520508, 50, 20.0, 1.0, 20.0, 2
.01, 0.6319349288940429, 131.59674644470215, 50, 20.0, 1.0, 20.0, 2
.01, 0.6319384574890137, 131.59692287445068, 50, 20.0, 1.0, 20.0, 1
.01, 0.6319366931915282, 131.59683465957642, 50, 20.0, 1.0, 20.0, 2
.01, 0.631937575340271, 131.59687876701355, 50, 20.0, 1.0, 20.0, 1
.01, 0.6319371342658996, 131.59685671329498, 50, 20.0, 1.0, 20.0, 2
.01, 0.6319373548030853, 131.59686774015427, 50, 20.0, 1.0, 20.0, 1
.01, 0.6319372445344924, 131.59686222672462, 50, 20.0, 1.0, 20.0, 2
.01, 0.6319372996687889, 131.59686498343945, 50, 20.0, 1.0, 20.0, 3
